"VDI5965","JH-Lineage1000","",0,"","2020-05-28T17:41:44",0.00,1.000000,31.409785739930,30.118791695755,-9999.0000,0.0000,0.0000,0.000000,0.000000,0.000000,253.44
"VDI5965","JH-Lineage1000","HECA",0,"","2020-05-28T17:41:48",0.00,1.000000,31.409785739930,30.118791695755,-9999.0000,0.0000,0.0000,0.000000,0.000000,0.000000,253.44
"VDI5965","JH-Lineage1000","HECA",1,"","2020-05-28T17:41:54",0.92,1.000000,31.409810774725,30.118798216748,325.7218,6.5348,318.2634,0.000000,0.000000,0.000000,253.43
"VDI5965","JH-Lineage1000","HECA",1,"","2020-05-28T17:42:00",6.62,1.000000,31.409810772303,30.118798226387,325.7215,6.5348,318.2633,4.989542,0.007580,0.000030,253.43
"VDI5965","JH-Lineage1000","HECA",1,"","2020-05-28T17:42:06",12.50,1.000000,31.409810772646,30.118798225191,325.7216,6.5349,318.2634,7.266222,0.011038,0.000049,253.43
"VDI5965","JH-Lineage1000","HECA",1,"","2020-05-28T18:12:06",18.38,1.000000,31.409810773029,30.118798223866,325.7217,6.5350,318.2634,8.638511,0.013122,0.000042,253.43
"VDI5965","JH-Lineage1000","HECA",1,"","2020-05-29T01:43:54",24.27,1.000000,31.409810773446,30.118798222408,325.7218,6.5350,318.2634,9.750552,0.014811,0.000054,253.43
"VDI5965","JH-Lineage1000","HECA",1,"","2020-05-29T04:11:23",30.15,1.000000,31.409810773961,30.118798220609,325.7219,6.5351,318.2634,11.012207,0.016727,0.000065,253.43
"VDI5965","JH-Lineage1000","HECA",1,"","2020-05-29T04:11:29",36.03,1.000000,31.409810774591,30.118798218458,325.7219,6.5351,318.2634,12.377488,0.018801,0.000077,253.43
"VDI5965","JH-Lineage1000","HECA",1,"","2020-05-29T04:11:35",41.91,1.000000,31.409810775353,30.118798215956,325.7219,6.5350,318.2634,13.811584,0.020978,0.000089,253.43
"VDI5965","JH-Lineage1000","HECA",1,"","2020-05-29T04:11:41",47.80,1.000000,31.409810775386,30.118798215853,325.7218,6.5350,318.2634,13.818328,0.020988,0.000001,253.43
"VDI5965","JH-Lineage1000","HECA",1,"","2020-05-29T04:11:47",53.67,1.000000,31.409810775376,30.118798215889,325.7218,6.5350,318.2634,13.795732,0.020954,0.000001,253.43
